gold,pred
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PERF'},{'PERF'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'LOC'},"{'3', 'SG', 'TNS', 'REL'}"
{'LOC'},"{'3', 'SG', 'TNS', 'REL'}"
{'LOC'},"{'3', 'SG', 'TNS', 'REL'}"
{'LOC'},"{'3', 'SG', 'TNS', 'REL'}"
{'LOC'},"{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}",{'LOC'}
"{'3', 'SG', 'TNS', 'REL'}",{'LOC'}
"{'3', 'SG', 'TNS', 'REL'}",{'LOC'}
"{'3', 'SG', 'TNS', 'REL'}",{'LOC'}
"{'3', 'SG', 'TNS', 'REL'}",{'LOC'}
{'LOC'},"{'3', 'SG'}"
{'LOC'},"{'3', 'SG'}"
{'LOC'},"{'3', 'SG'}"
{'REL'},{'REL'}
{'PERF'},{'PERF'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG'}","{'3', 'SG'}"
"{'3', 'SG'}","{'3', 'SG'}"
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
"{'3', 'SG', 'TNS'}",{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG'}","{'3', 'SG'}"
"{'3', 'SG'}","{'3', 'SG'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'PROG'},{'PROG'}
{'PROG'},{'PROG'}
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'TNS'},"{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'PROG'}
{'REL'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'REL'},"{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
"{'3', 'SG', 'TNS', 'REL'}","{'3', 'SG', 'TNS', 'REL'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'FOC'},{'FOC'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'REL'},{'REL'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
"{'3', 'SG', 'TNS'}","{'3', 'SG', 'TNS'}"
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
"{'3', 'SG', 'GEN'}","{'3', 'SG', 'GEN'}"
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'REL'},{'REL'}
{'PROG'},{'PROG'}
{'LOC'},{'LOC'}
{'REL'},{'REL'}
{'LOC'},{'LOC'}
